Tick,Step,DateTime,X,Y,ID
872,872,2022-03-01T05:14:32.0000000,18,4,b9562772-999c-4c71-abf4-238d41a5c640
872,872,2022-03-01T05:14:32.0000000,2,24,469922c6-cc85-4a64-9d36-442638f356d6
872,872,2022-03-01T05:14:32.0000000,0,4,1172130a-286c-4dd4-b6f6-4f2ae840cb01
872,872,2022-03-01T05:14:32.0000000,1,9,3b859546-674a-454b-9565-be88f44911f9
872,872,2022-03-01T05:14:32.0000000,11,5,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
872,872,2022-03-01T05:14:32.0000000,0,18,deb1d222-41a8-4677-b59e-596879022729
872,872,2022-03-01T05:14:32.0000000,2,20,44e3c14e-cce0-4d4a-8f73-b56f60072101
872,872,2022-03-01T05:14:32.0000000,12,10,c4859179-55ad-44cd-9fa8-e14db336d3e4
872,872,2022-03-01T05:14:32.0000000,11,19,687fda8b-58fe-4006-9617-6c3460a159b2
873,873,2022-03-01T05:14:33.0000000,9,19,20b2d71e-2333-4c3f-954f-4da2b1a44070
873,873,2022-03-01T05:14:33.0000000,18,4,b9562772-999c-4c71-abf4-238d41a5c640
873,873,2022-03-01T05:14:33.0000000,1,23,469922c6-cc85-4a64-9d36-442638f356d6
873,873,2022-03-01T05:14:33.0000000,0,4,1172130a-286c-4dd4-b6f6-4f2ae840cb01
873,873,2022-03-01T05:14:33.0000000,1,9,3b859546-674a-454b-9565-be88f44911f9
873,873,2022-03-01T05:14:33.0000000,10,6,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
873,873,2022-03-01T05:14:33.0000000,0,18,deb1d222-41a8-4677-b59e-596879022729
873,873,2022-03-01T05:14:33.0000000,1,19,44e3c14e-cce0-4d4a-8f73-b56f60072101
873,873,2022-03-01T05:14:33.0000000,11,9,c4859179-55ad-44cd-9fa8-e14db336d3e4
873,873,2022-03-01T05:14:33.0000000,12,20,687fda8b-58fe-4006-9617-6c3460a159b2
874,874,2022-03-01T05:14:34.0000000,10,20,20b2d71e-2333-4c3f-954f-4da2b1a44070
874,874,2022-03-01T05:14:34.0000000,17,5,b9562772-999c-4c71-abf4-238d41a5c640
874,874,2022-03-01T05:14:34.0000000,2,22,469922c6-cc85-4a64-9d36-442638f356d6
874,874,2022-03-01T05:14:34.0000000,1,3,1172130a-286c-4dd4-b6f6-4f2ae840cb01
874,874,2022-03-01T05:14:34.0000000,2,10,3b859546-674a-454b-9565-be88f44911f9
874,874,2022-03-01T05:14:34.0000000,11,7,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
874,874,2022-03-01T05:14:34.0000000,0,18,deb1d222-41a8-4677-b59e-596879022729
874,874,2022-03-01T05:14:34.0000000,0,20,44e3c14e-cce0-4d4a-8f73-b56f60072101
874,874,2022-03-01T05:14:34.0000000,11,9,c4859179-55ad-44cd-9fa8-e14db336d3e4
874,874,2022-03-01T05:14:34.0000000,12,20,687fda8b-58fe-4006-9617-6c3460a159b2
875,875,2022-03-01T05:14:35.0000000,11,19,20b2d71e-2333-4c3f-954f-4da2b1a44070
875,875,2022-03-01T05:14:35.0000000,17,5,b9562772-999c-4c71-abf4-238d41a5c640
875,875,2022-03-01T05:14:35.0000000,1,21,469922c6-cc85-4a64-9d36-442638f356d6
875,875,2022-03-01T05:14:35.0000000,2,4,1172130a-286c-4dd4-b6f6-4f2ae840cb01
875,875,2022-03-01T05:14:35.0000000,2,10,3b859546-674a-454b-9565-be88f44911f9
875,875,2022-03-01T05:14:35.0000000,10,6,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
